pred_file,gt_file,psnr,ssim
frankfurt_frankfurt_000000_019607_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000000_019607_leftImg8bit.png,12.7369,0.776897
frankfurt_frankfurt_000000_020215_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000000_020215_leftImg8bit.png,14.1032,0.772857
frankfurt_frankfurt_000000_020321_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000000_020321_leftImg8bit.png,13.4485,0.738670
frankfurt_frankfurt_000000_020880_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000000_020880_leftImg8bit.png,13.3678,0.787793
frankfurt_frankfurt_000000_021667_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000000_021667_leftImg8bit.png,9.8724,0.731852
frankfurt_frankfurt_000000_021879_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000000_021879_leftImg8bit.png,9.3876,0.727935
frankfurt_frankfurt_000000_022254_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000000_022254_leftImg8bit.png,12.7599,0.756397
frankfurt_frankfurt_000000_022797_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000000_022797_leftImg8bit.png,13.9442,0.746533
frankfurt_frankfurt_000001_000538_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_000538_leftImg8bit.png,14.1912,0.772723
frankfurt_frankfurt_000001_001464_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_001464_leftImg8bit.png,12.5379,0.788167
frankfurt_frankfurt_000001_002512_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_002512_leftImg8bit.png,10.8825,0.751243
frankfurt_frankfurt_000001_002646_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_002646_leftImg8bit.png,9.4331,0.720178
frankfurt_frankfurt_000001_002759_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_002759_leftImg8bit.png,9.9201,0.727143
frankfurt_frankfurt_000001_003056_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_003056_leftImg8bit.png,11.5970,0.774853
frankfurt_frankfurt_000001_003588_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_003588_leftImg8bit.png,11.7332,0.766855
frankfurt_frankfurt_000001_004327_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_004327_leftImg8bit.png,12.9701,0.736192
frankfurt_frankfurt_000001_004736_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_004736_leftImg8bit.png,11.1763,0.740197
frankfurt_frankfurt_000001_004859_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_004859_leftImg8bit.png,11.1769,0.748607
frankfurt_frankfurt_000001_005184_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_005184_leftImg8bit.png,13.0534,0.750826
frankfurt_frankfurt_000001_005410_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_005410_leftImg8bit.png,11.8817,0.760071
frankfurt_frankfurt_000001_005703_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_005703_leftImg8bit.png,12.2382,0.763794
frankfurt_frankfurt_000001_005898_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_005898_leftImg8bit.png,13.2527,0.716460
frankfurt_frankfurt_000001_007285_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_007285_leftImg8bit.png,11.1406,0.701342
frankfurt_frankfurt_000001_007407_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_007407_leftImg8bit.png,14.8398,0.784175
frankfurt_frankfurt_000001_007622_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_007622_leftImg8bit.png,12.7358,0.743185
frankfurt_frankfurt_000001_007857_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_007857_leftImg8bit.png,11.3324,0.724476
frankfurt_frankfurt_000001_007973_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_007973_leftImg8bit.png,10.4872,0.677649
frankfurt_frankfurt_000001_008200_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_008200_leftImg8bit.png,12.3302,0.764660
